characterId,name,realName,gender,status,dob,dod
2982,Quinton the Great,Quinton,Male,Deceased,,Aug-18
2983,R. Giyera,R. Giyera,Male,Deceased,"June 9, 1972",Jun-16
2984,R. Gray,R. Gray,,Deceased,,2016
2985,R. Keller,R. Keller,Male,Alive,,
2986,R. Moore,R. Moore,Male,Deceased,,Mar-17
2987,Rabten,Rabten,Male,Unknown,,
2988,Rachel Antone,Rachel Antone,Female,Unknown,,
2989,Rachel Kinjo,Rachel Kinjo,Female,Alive,1984,
2990,Rachel Leighton,Rachel Leighton,Female,Alive,,
2991,Radio Announcer,,Male,Alive,,
2992,Radovan Bernivig,Radovan Bernivig,Male,Deceased,,Feb-16
2993,Rafael Hernandez,Rafael Hernandez,Male,Alive,,
2994,Rafael Scarfe,Rafael Scarfe,Male,Deceased,,Nov-15
2995,Rafe,Rafe,Male,Deceased,,Late 2015
2996,Rafi,Rafi,Male,Alive,,
2997,Raina,Raina,Female,Deceased,,May-15
2998,Raina's Grandmother,,Female,Deceased,,
2999,Raj,Raj,Male,Alive,,
3000,Raj Patel,Raj Patel,Male,Alive,,
3001,Rakim,William Michael Griffin Jr.,Male,Alive,,
3002,Ralph (Cat),Ralph,Male,Alive,,
3003,Ralph (Gaffer),Ralph,Male,Alive,,
3004,Ralph (Goon),Ralph,Male,Alive,,
3005,Ralph Bohner,Ralph Bohner,Male,Alive,,
3006,Ralph Mays,Ralph Mays,Male,Alive,,
3007,Ramirez,Ramirez,Female,Deceased,,February 2009[1]
3008,Ramirez/Killmonger's War,Ramirez,Female,Unknown,,
3009,Ramonda,Ramonda,Female,Alive,,
3010,Ramonda/Killmonger's War,Ramonda,Female,Alive,,
3011,Ramonda/Ravager T'Challa,Ramonda,Female,Alive,,
3012,Ramsey,Ramsey,Male,In Custody,,
3013,Rance,Rance,Male,Deceased,,Early 2015
3014,Randall Spector,Randall Spector,Male,Deceased,,1996–1997[1][2]
3015,Randolph Cherryh,Randolph Cherryh,Male,In Custody,,
3016,Randone,Randone,Female,Alive,,
3017,Randy,Randy,Male,Unknown,,
3018,Randy Vale,Randy Vale,Male,Alive,,
3019,Raul Bushman,Raoul Armand Bushman,Male,Alive,,
3020,Raphael Saadiq,Charles Ray Wiggins,Male,Alive,,
3021,Rapu,Rapu,Male,Deceased,,
3022,Rasheed,Rasheed,Male,Alive,,
3023,Raum,Raum,Male,Deceased,,
3024,Ravonna Renslayer,Rebecca Tourminet,Female,Alive,,
3025,Ray,Ray,Male,Deceased,,Mid-2019
3026,Ray Johnson,Ray Johnson,Male,Alive,,
3027,Ray Krzeminski,Ray Walter Krzeminski,Male,Deceased,,"April 20, 1946"
3028,Ray Nadeem,Rahul Nadeem,Male,Deceased,,Late 2017
3029,Ray Peters,Ray Peters,Male,Alive,,
3030,Ray Ray,Andre Jackson,Male,Deceased,,Aug-17
3031,Ray Schoonover,Ray Schoonover,Male,Deceased,,Nov-15
3032,Raza,Raza Hamidmi Al-Wazar,Male,Deceased,,Nov-09
3033,Raze,Raze,Male,Deceased,,"May 30, 2010[1][2][3]"
3034,Razor Fist,Mattias,Male,Alive,,
3035,Rebeca,Rebeca,Female,Alive,,
3036,Rebecca,Rebecca,Female,Alive,,
3037,Rebecca Barnes,Rebecca Barnes,Female,Deceased,,
3038,Rebecca Pilgrim,Rebecca Pilgrim,Female,Deceased,,May 2018[1]
3039,Rebecca Torres,Rebecca Torres,Female,Deceased,1977-1978,Apr-96
3040,Rebecca Tourminet,Rebecca Tourminet,Female,Alive,,
3041,Receptionist,,Female,Alive,,
3042,Red Dagger,Kareem,Male,Alive,,
3043,Red Guardian,Alexei Alanovich Shostakov (Алексей Аланович Шестаков),Male,Alive,,
3044,Red Guardian/Age of Ultron,Alexei Alanovich Shostakov (Алексей Аланович Шестаков),Male,Deceased,,
3045,Red Skull,Johann Schmidt,Male,Alive,,
3046,Red Skull/Age of Ultron,Johann Schmidt,Male,Unknown,,
3047,Red Skull/Cosmic Time Heist,Johann Schmidt,Male,Alive,,
3048,Red Skull/Super Soldier Peggy Carter,Johann Schmidt,Male,Deceased,,1945
3049,Reed,Reed,Male,Alive,,
3050,Reed (Board Member),Reed,Female,Alive,,
3051,Reese (Lighthouse),Reese,Male,Deceased,,2091
3052,Reese (SSR),Reese,Male,Alive,,
3053,Regina Fitzgerald,Regina Fitzgerald,Female,Alive,,
3054,Reid Pearson,Reid Pearson,Male,In Custody,,
3055,Renata,Renata,Female,Deceased,,Early 2014
3056,Renato Tremlay,Renato Tremlay,Male,Alive,,
3057,Reno,Reno,Male,Deceased,,2016
3058,Retch,Retch,Male,Deceased,,October 2014[1]
3059,Reva Connors,Reva Connors,Female,Deceased,,"January 20, 2014[2]"
3060,Rex Quinn,Rex Quinn,Male,Alive,Mid-2009[1],
3061,Reyna Pincer,Reyna Pincer,Female,Alive,,
3062,Rhomann Dey,Rhomann Dey,Male,Alive,,
3063,Rhomann Dey's Daughter,Dey,Female,Alive,,
3064,Rhomann Dey's Wife,Dey,Female,Alive,,
3065,Rhonda (Murphy's),Rhonda,Female,Alive,,
3066,Rhonda (Waitress),Rhonda,Female,Alive,,
3067,Ribboned Creature,,,Alive,,
3068,Ricardo,Ricardo,Male,Deceased,,"December 3, 2015"
3069,Richard Cully,Richard Simon Cully,Male,Alive,May 1883-May 1884[1],
3070,Richard Day,Richard Day,Male,Alive,,
3071,Richard Frampton,Richard Frampton,Male,Deceased,,Early 2012
3072,Richard Lumley,Richard Lumley,Male,Alive,,
3073,Richard Madison,Richard Madison,Male,Alive,,
3074,Richardson,Richardson,Male,Deceased,,May-17
3075,Richardson (JCPD),Richardson,Male,Alive,,
3076,Richie,Richie,Male,Alive,,
3077,Rick (Bartender),Rick,Male,Alive,2091 (Real World),
3078,Rick (Bully),Rick,Male,Deceased,,Spring 2018[1]
3079,Rick Cotton,Rick Cotton,Male,Alive,"September 25, 1994",
3080,Rick Hawkins,Rick Hawkins,Male,Alive,,
3081,Rick Jones,Richard Milhouse Jones,Male,Alive,,
3082,Rick Mason,Richard Mason,Male,Alive,,
3083,Rick Ramirez,Rick Ramirez,Male,Alive,,
3084,Rick Stoner,Richard Andrew Stoner,Male,Unknown,,
3085,Rick Stoner/History Altered by Chronicoms,Richard Andrew Stoner,Male,Alive,,
3086,Ricky (Dog),Ricky[1],Male,Alive,,
3087,Ricky (New York),Ricky,Male,Alive,,
3088,Ricky Langtry,Ricky Langtry,Male,Alive,,
3089,Ricky Thomas,Ricky Thomas,Male,Alive,,
3090,Ricky Wex,Ricky Wex,Male,Alive,,
3091,Riggle,Riggle,Male,Alive,,
3092,Riley (Air Force),Riley,Male,Deceased,,
3093,Riley (Concierge),Riley,Female,Alive,,
3094,Rina Kozlov,Rina Kozlov,Female,Alive,,
3095,Ringmaster,,Male,Alive,,
3096,Ringo,Ringo,Male,Deceased,,Spring 2018
3097,Rintrah,Rintrah,Male,Alive,,
3098,Ritchie,Ritchie,Male,Alive,,
3099,Ritson,Ritson,Male,Alive,,
3100,River Tribe Elder,,Male,Alive,,
3101,Rivera (NYPD),Rivera,Male,Alive,,
3102,Rivera (S.H.I.E.L.D.),Rivera,Male,Alive,,
3103,RJ Nakajima,RJ Nakajima,Male,Deceased,,
3104,Rob Donohue,Rob Donohue,Male,Alive,,
3105,Rob Down,Rob Down,Male,Alive,,
3106,Robert,Robert,Male,Alive,,
3107,Robert Coulson,Robert Coulson,Male,Deceased,,"July 8, 1973-July 7, 1974[2]"
3108,Robert Gonzales,Roberto Gonzales,Male,Deceased,,"May 8, 2015"
3109,Robert Gonzales/History Altered by Chronicoms,Roberto Gonzales,Male,Unknown,,
3110,Robert Minoru,Robert Minoru,Male,Deceased,,2018
3111,Robin Hinton,Robin Hinton,Female,Alive,December 2013-January 2014[4],
3112,Robin Hinton/Destroyed Earth,Robin Hinton,Female,Deceased,December 2013-January 2014[2],2091
3113,Robinson,Robinson,Male,Deceased,,Spring 2015
3114,Robyn,Robyn,Female,Alive,,
3115,Rocket Raccoon,89P13,Male,Alive,,
3116,Rocket Raccoon/Party Prince Thor,89P13,Male,Alive,,
3117,RocketRobinson67,,Male,Alive,,
3118,Rockwell (New Orleans),Rockwell,Male,Alive,,
3119,Rocky,Rocky,Female,Alive,,
3120,Rodriguez (S.W.O.R.D.),Rodriguez,Female,Alive,,
3121,Rodriguez (Vice President),Rodriguez,Male,In Custody,,
3122,Roeder,Roeder,Male,Deceased,,1943
3123,Roeder/Super Soldier Peggy Carter,Roeder,Male,Deceased,,1945
3124,Roger,Roger,Male,Alive,,
3125,Roger Browning,Roger Browning,Male,Deceased,"August 19, 1963[1]",2014
3126,Roger Dooley,Roger Dooley,Male,Deceased,,"May 7, 1946"
3127,Roger Dooley/History Altered by Chronicoms,Roger Dooley,Male,Deceased,,"May 7, 1946"
3128,Roger Harrington,Roger Harrington,Male,Alive,,
3129,Roger Perez,Roger Perez,Male,Deceased,,"March 7, 2017"
3130,Rogusskii,Rogusskii (Рогусский),Male,Alive,,
3131,Rohan,Rohan,Male,Alive,,
3132,Roland Duplantier,Roland Duplantier,Male,Alive,,
3133,Rollo,Rollo,Male,Alive,,
3134,Roma Torre,Roma Torre Friedman,Female,Alive,,
3135,Romeo (Rivals),Romeo,Male,Deceased,,
3136,Ron,Ron,Male,Alive,,
3137,Ronald,,Male,Unknown,,
3138,Ronald Coultrap,Ronald Coultrap,Male,Alive,,
3139,Ronald Garcia,Ronald Garcia,Male,Alive,,
3140,Ronald Two,,Male,Unknown,,
3141,Ronan the Accuser,Ronan,Male,Deceased,,August 2014[1]
3142,Ronan the Accuser/Cosmic Time Heist,Ronan,Male,Alive,,
3143,Ronan the Accuser/Ravager T'Challa,Ronan,Male,Alive,,
3144,Ronda Kramer,Ronda Kramer,Female,Alive,,
3145,Ronnie,Ronnie,Male,Alive,,
3146,Ronnie Chang,Ronnie Chang,Male,Alive,,
3147,Ronnie Velasco,Ronnie Velasco,Female,Alive,,
3148,Rooster,Duane,Male,Alive,,
3149,Rory,Rory,Male,In Custody,,
3150,Rosalie Carbone,Rosalie Carbone,Female,Alive,,
3151,Rosalind Price,Rosalind Price,Female,Deceased,,Early 2016
3152,Rosalyn O'Brien,Rosalyn O'Brien,Female,Alive,,
3153,Roscoe,Roscoe,Male,Deceased,,2018
3154,Roscoe Sweeney,Roscoe Sweeney,Male,In Custody,,
3155,Roscoe/Age of Ultron,Roscoe,Male,Deceased,,
3156,Roscoe/Party Prince Thor,Roscoe,Male,Alive,,
3157,Rose (Nanny),Rose,Female,Alive,,
3158,Rose (Tattoo Artist),Rose,Female,Alive,,
3159,Rose Hill Sheriff,,Male,Deceased,,"December 23, 2012"
3160,Rose Roberts,Rose Roberts,Female,Alive,,
3161,Rosenberg,Rosenberg,Male,Alive,,
3162,Rosie,Rosie,Female,Deceased,,Early 2014
3163,Rosser,Rosser,Male,Fictional,,
3164,Rostam Kazemi,Rostam Kazemi,Male,Alive,,
3165,Roughneck,,Male,Alive,,
3166,Rowan Hamilton,Rowan Hamilton,Male,Deceased,,Apr-16
3167,Roxxon Guard,,Male,Alive,,
3168,Roxy Glass,Roxy Glass,Female,Alive,,
3169,Roy Hardin,Roy Hardin,Male,Alive,,
3170,Roy Healy,Roy Healy,Male,Alive,,
3171,Roy Olsky,Roy Olsky,Male,Alive,,
3172,Ruben,Ruben,Male,Deceased,,Spring 2015
3173,Ruben Mackenzie,Ruben Mackenzie,Male,Alive,1972-1976,
3174,Ruben Mackenzie/History Altered by Chronicoms,Ruben Mackenzie,Male,Alive,1970s,
3175,Ruby,Ruby,Female,Alive,,
3176,Ruby (Auntie),Ruby,Female,Alive,,
3177,Ruby Hale,Ruby Hale,Female,Deceased,December 1999-December 2000,Spring 2018
3178,Rudy,Rudy,Male,In Custody,,
3179,Rufus Hunt,Rufus Hunt,Male,Deceased,,"July 18, 1947"
3180,Rui Avedo,Rui Avedo,Male,Deceased,,
3181,Ruihua Chen,Ruihua Chen (陈瑞华)Chen Ruihua (陈瑞华),Male,Alive,,
3182,Rukhsana,Rukhsana,Female,Alive,,
3183,Runco,Runco,Male,Alive,,
3184,Russell Bishop,Russell E. Bishop,Male,Deceased,,"October 10, 1994"
3185,Russell Costa,Russell Costa,Male,Alive,,
3186,Russell Feldman,Russell Feldman,Male,Deceased,,1983
3187,Russian,,Male,Deceased,,Spring 2018
3188,Russo,Russo,Male,Deceased,,Early 2014
3189,Rusty,,Male,Alive,,
3190,Rusty Peltzer,Rusty Peltzer,Male,Deceased,,Nov-17
3191,Ruth Sunday,Ruth Sunday,Female,Deceased,,Mid-2017
3192,Ruthie Nelson,Ruthie Nelson,Female,Alive,,
3193,Ryan,Ryan,Male,Alive,,
3194,Ryhno,,Male,Deceased,,Late 2017[2]
3195,Rynda,Rynda,Female,Deceased,,1997
3196,S'Yan,S'Yan,Male,Alive,,
3197,S. Austin,S. Austin,Male,Deceased,,
3198,S. Scudder,S. Scudder,Male,Alive,,
3199,Saanvi Nadeem,Saanvi Nadeem,Female,Alive,,
3200,Sabina Bernivig,Sabina Bernivig,Female,Alive,,
3201,Sabrina,Sabrina,Female,Alive,,
3202,Sacrifice Nova Corpsman,,Male,Deceased,,Aug-14
3203,Sadie Deever,Sadie Deever,Female,Alive,,
3204,Sakas,Sakas,Male,Deceased,,2016
3205,Sal Blaskowski,Sal Blaskowski,Female,Alive,,
3206,Saleem,Saleem,Male,Deceased,,2025
3207,Sally,Sally,Female,Alive,,
3208,Sally Avril,Sally Avril,Female,Alive,,
3209,Sally Webber,Sally Webber,Female,Alive,,
3210,Salvador Colon,Salvador Colon,Male,Unknown,,
3211,Sam (ABC),Sam,Female,Alive,,
3212,Sam (Roxxon),Sam,Female,Deceased,,"February 25, 2009[1][2]"
3213,Sam Chung,Sam Chung,Male,Alive,,
3214,Sam Koenig,Sam Koenig,Male,Alive,,
3215,Sam Stein,Samuel Stein,Male,Deceased,,"November 29, 2016"
3216,Samantha Carlisle,Samantha Carlisle,Female,Alive,1986[2],
3217,Samantha Reyes,Samantha Reyes,Female,Deceased,,Nov-15
3218,Samedi,Samedi,Male,Alive,,
3219,Sami Nadeem,Sami Nadeem,Male,Alive,,
3220,Sammy (Inhuman),Sammy,Male,Alive,,
3221,Sammy (Tech),Sammy,Male,Alive,,
3222,Sammy Lee,Sammy Lee,Male,Deceased,,Early 2018[1][2]
3223,Sammy Silke,Sammy Silke,Male,Alive,,
3224,Sampson,Sampson,Male,Alive,,
3225,Samuel Sterns,Samuel Sterns,Male,In Custody,,
3226,Samuel Voss,Samuel Voss,Male,Alive,,
3227,Sana Ali,Sana Ali,Female,Alive,,
3228,Sana Amanat,Sana Amanat,Female,Alive,,
3229,Sanchez,Sanchez,Male,Alive,,
3230,Sandi Ann,Sandi Ann,Female,Alive,,
3231,Sandra (Musician),Sandra,Female,Alive,,
3232,Sandra (Patron),Sandra,Female,Alive,,
3233,Santino,Santino,Male,Alive,,
3234,Santino Noguera,Santino Noguera,Male,Deceased,,"April 4, 2017"
3235,Sara Haines,Sara Hilary Haines,Female,Alive,,
3236,Sara Wolfe,Sara Wolfe,Female,Deceased,,Late 2024
3237,Sarah,Sarah,Female,Alive,,
3238,Sarah Galvin,Sarah Galvin,Female,Alive,,
3239,Sarah Lieberman,Sarah Lieberman,Female,Alive,,
3240,Sarah Proctor,Sarah Proctor,Female,Alive,,
3241,Sarah Rogers,Sarah Rogers,Female,Deceased,,"October 15, 1936[1]"
3242,Sarah Wilson,Sarah Wilson,Female,Alive,,
3243,Sarge,Pachakutiq,Male,Deceased,,2019
3244,Sasha (Clothing Rep),Sasha,Female,Alive,,
3245,Sasha (Waitress),Sasha,Female,Alive,,
3246,Sasha Demidov,Sasha Demidov,Male,Deceased,,"April 18, 1946"
3247,Saul,Saul,Male,Alive,,
3248,Saunders,Saunders,Male,Deceased,,"May 4, 2012"
3249,Scarlet Scarab,Layla Abdallah El-Faouly,Female,Alive,"October 28, 1994[3]",
3250,Scarlet Witch,Wanda Maximoff,Female,Unknown,Early 1989[7],Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
3251,Scarlet Witch/Illuminati Assembled,Wanda Maximoff,Female,Alive,,
3252,Scarlet Witch/Zombie Outbreak,Wanda Maximoff,Female,Deceased,,
3253,Schlogl,Schlogl,Male,Alive,,
3254,Schmidt,Schmidt,Male,Alive,,
3255,Schneider (Best Man),Schneider,Male,Deceased,,Early 2015
3256,Schneider (Schutzstaffel),Schneider,Male,Deceased,,1943
3257,Schwab,Schwab,Female,Alive,,
3258,Scorch,陈浩贤 (Chan Ho Yin),Male,Deceased,,Late 2013
3259,Scott,Scott,Male,Alive,,
3260,Scott (Air Force),Scott,Female,Alive,,
3261,Scott Campbell,Scott Campbell,Male,Alive,,
3262,Scott Lang's Replacement Ant,,Male,Alive,,
3263,Scrote,Scrote,Male,Deceased,,October 2014[1]
3264,Scully,Scully,,Alive,,
3265,Scut,Scut,Male,Alive,,
3266,Scythe,,Male,Alive,,
3267,Seamstress,,Female,Alive,,
3268,Seamus,Seamus,Male,Deceased,,Nov-15
3269,Sean Miller,Sean Miller,Male,Deceased,1991[1],Spring 2016
3270,Sean Okamoto,Sean Okamoto,Male,Alive,,
3271,Sean Winford,Sean Winford,Male,Alive,,
3272,Sebastian Derik,Sebastian Derik,Male,In Custody,,2009 (later resurrected)
3273,Sebastian Fedas,Sebastian Fedas,Male,Alive,,
3274,Seema Nadeem,Seema Nadeem,Female,Alive,,
3275,Sekhmet,Sekhmet,Female,Alive,,
3276,Selby,Selby,Female,Deceased,,Spring 2024
3277,Selim,Selim,Male,Deceased,,Mid-2024
3278,Selwyn,Selwyn,Male,Deceased,,Apr-15
3279,Semyon,Semyon (Семён),Male,Deceased,,Early 2015
3280,Senfu,Senfu,Male,Deceased,,
3281,Sequoia,Sequoia,Female,Alive,,
3282,Serena,Serena,Female,Alive,,
3283,Serena Grier,Serena Grier,Female,Alive,,
3284,Sergei,Sergei (Сергей),Male,Deceased,,Early 2015
3285,Sergei Konchevsky,Sergei Konchevsky (Сергей Кончевский),Male,Deceased,,Spring 2018
3286,Sergei Mishkin,Sergei Mishkin,Male,Unknown,,
3287,Sergei Mishkin/Life-Model Decoy,Sergei Mishkin,Male (masculine programming and voice),Destroyed,May-17,May-17
3288,Sergine,Sergine,Female,,,
3289,Sergio MacCullagh,Sergio MacCullagh,Male,Alive,,
3290,Sersi,Sersi,Female,Alive,,
3291,Seth Dormer,Seth Dormer,Male,Deceased,,Dec-13
3292,Seth Honicky,Seth Honicky,Male,Deceased,,"May 7, 1946"
3293,Seymour O'Reilly,Seymour O'Reilly,Male,Alive,,
3294,Señor Scratchy,Señor Scratchy,Male,Alive,,
3295,Shade,Shade,Female,Alive,,
3296,Shades,Hernan Enrique Salazar Alvarez,Male,In Custody,"May 11, 1977",
3297,Shadow Warrior,,Male,Fictional,,
3298,Shaft,,Male,Deceased,,Spring 2016
3299,Shakat,Shakat,Male,Alive,,
3300,Shameek Smith,Shameek Smith,Male,Deceased,,Nov-15
3301,Shane,Shane,Male,Alive,,
3302,Shane Henson,Shane Henson,Male,Deceased,,Late 2015
3303,Shane Ryback,Shane Ryback,Male,Deceased,,Mid-2017[2][3]
3304,Shang-Chi,Xu Shang-Chi (徐尚氣),Male,Alive,1999[1],
3305,Shanice,Shanice,Female,Alive,,
3306,Shannon,Shannon,Male,Alive,,
3307,Shantel,Shantel,Female,Alive,,
3308,Shark,,Female,In Custody,,
3309,Sharon (Bartender),Sharon,Female,Alive,,
3310,Sharon (Simply Blossom),Sharon,Female,Alive,,
3311,Sharon Carter,Sharon Carter,Female,Alive,,
3312,Sharon Carter/Zombie Outbreak,Sharon Carter,Female,Deceased,,Spring 2018
3313,Sharon Davis,Sharon Davis,Female,Alive,"February 24, 1951[2]",
3314,Sharon Davis (Architect),Sharon Davis,Female,Unknown,,
3315,Sharon Jones,Sharon Lafaye Jones,Female,Alive,,
3316,Shaun,Shaun,Male,Alive,,
3317,Shaw (Agent),Shaw,Male,Alive,,
3318,Shaw (Coach),Shaw,,Alive,,
3319,Shawn,Shawn,Male,Alive,,
3320,Shawna Lynde,Shawna Lynde,Female,Alive,,
3321,She-Hulk,Jennifer Sue Walters,Female,Alive,1980s-1990s[1],
3322,Sheena,Sheena,Female,Alive,,
3323,Sheikh,,Male,Deceased,,Apr-15
3324,Sheikh Abdullah,Abdullah,Male,Alive,,
3325,Sheila,Sheila,Female,Alive,,
3326,Shelby,Shelby,Female,Alive,,
3327,Sheldon,Sheldon,Male,Alive,,
3328,Sheldon McFee,Sheldon McFee,Male,Alive,,
3329,Shepard,Shepard,Male,Deceased,,Fall 1983
3330,Sheriff,,Male,Alive,,
3331,Sherry Yang,Sherry Yang,Female,Alive,,
3332,Shirin,Shirin,Female,Alive,,
3333,Shirley Benson,Shirley Benson,Female,Alive,,
3334,Shocker,Herman Schultz,Male,In Custody,,
3335,Shockwave,Lancaster Sneed,Male,Alive,,
3336,Shoe Guy,,Male,Alive,,
3337,Shooter Jennings,Waylon Albright Jennings,Male,Alive,,
3338,Shou-Lao,寿老 (Shou-Lao),Male,Alive,,
3339,Shran,Shran,Male,Deceased,,October 2014[1]
3340,Shuri,Shuri,Female,Alive,1998[2],Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
3341,Shuri/Killmonger's War,Shuri,Female,Alive,,
3342,Shuri/Ravager T'Challa,Shuri,Female,Alive,,
3343,Sibyl,Sibyl,None (female voice and appearance),Deceased,,Mid-2019
3344,Sid Franken,Sid Franken,Male,Alive,,
3345,Siebey,Siebey,Male,Alive,,
3346,Siegrold,Siegrold,Male,Alive,,
3347,Sif,Sif,Female,Alive,,Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
3348,Sif (Asgardian Actress),,Female,Alive,,
3349,Sif/Avengers Assassinated,Sif,Female,Alive,,
3350,Sif/New York Time Heist,Sif,Female,Alive,,
3351,Sif/Party Prince Thor,Sif,Female,Alive,,
3352,Silas,Silas,None (masculine appearance & voice),Alive,,
3353,Silva,Silva,Male,Alive,,
3354,Silvio,Silvio,Male,Alive,,
3355,Simon (Anvil),Simon,Male,Alive,,
3356,Simon (Grifter),Simon,Male,Deceased,,Spring 2018
3357,Simon (Patient),Simon,Male,Alive,,
3358,Simon C. Clowes,Simon C. Clowes,Male,Alive,,
3359,Simon Williams,Simon Williams,Male,,,
3360,Sin,Sinthea Schmidt,Female,Alive,,
3361,Sinara,Sinara,Female,Deceased,,2091
3362,Sinclair,Sinclair,Female,Alive,,
3363,Sissy Garcia,Sissy Garcia,Female,In Custody,,
3364,Sister Boy,,Female (transitioned from Male),Alive,,
3365,Sivian Foreman,,Female,Alive,,
3366,Skinfaxi,Skinfaxi,,Unknown,,
3367,Skrull Spy,,Male,Unknown,,
3368,Skurge/Party Prince Thor,Skurge,Male,Alive,,
3369,Skye/Framework,Daisy Louise Johnson,Female,Deleted,"April 4, 1990[2] (Framework)2017 (Real World)",2017
3370,Slate,Slate,Male,Deleted,2017 (Real World),2017
3371,Sleipnir,Sleipnir,Male,Alive,,
3372,Sloan,Sloan,Female,Alive,,
3373,SM Mannion,SM Mannion,,Alive,,
3374,Smiling Tiger,Conrad Mack,Male,Alive,,
3375,Smith (Air Force),Smith,Male,Alive,,
3376,Smith (Bodyguard),Smith,Male,Unknown,,
3377,Smith (Nurse),Smith,Female,Alive,,
3378,Smith (NYPD),Smith,Male,Alive,,
3379,Smith (Sergeant),Smith,Male,Deceased,,2014
3380,Smitty,,Male,Deceased,,"October 26, 2015"
3381,Sneeper Madame,,Female,Alive,,
3382,Snowflake,Snowflake,Female,Unknown,,
3383,Sofia (Assassin),,Female,Deceased,,Early 2012
3384,Sofia (Cybertek),Sofia,Female,Deceased,,Dec-13
3385,Sofia Rios,Sofia Rios,Female,Alive,,
3386,Sofia Vasquez,Sofia Vasquez,Female,Alive,,
3387,Soh-Larr,Soh-Larr,Male,Unknown,,
3388,Sol Rama,Sol Rama,Male,Deceased,,Early 2017
3389,Soledad Temple,Soledad Temple,Female,Alive,,
3390,Solohob,Solohob,Male,Alive,,
3391,Solomon,Solomon,Male,Alive,,
3392,Sonia,Sonia,Female,Alive,,
3393,Sonny Burch,Sonny Burch,Male,In Custody,,
3394,Sonya,Sonya,Female,Alive,,
3395,Soo,Soo,Female,Alive,,
3396,Sophia (Busan),Sophia,Female,Alive,,
3397,Sophia (Hand),Sophia,Female,Alive,,
3398,Sophia Carter,Sophia Carter,Female,Alive,,
3399,Sophie,Sophie,Female,Alive,,
3400,Soren,Soren,Female,Alive,,
3401,Sovereign Admiral,,Male,Alive,,
3402,Sovereign Chambermaid,,Female,Alive,,
3403,Sovereign Chambermaid/Party Prince Thor,,Female,Alive,,
3404,Sowande,Sowande,Male,Deceased,,Spring 2016
3405,Sparky,Sparky,Male,Deceased,,Nov-23
3406,Specialist,,Male,Alive,,
3407,Speed,,Male,Deceased,,Nov-15
3408,Speedball,Robert Baldwin,Male,Alive,,
3409,Spencer Geiger,Spencer Geiger,Male,Deceased,,"November 29, 2016"
3410,Spider,Matthew Kimmel,Male,Alive,,
3411,Spider Raymond,,Male,Deceased,,"April 15, 1946"
3412,Spider-Man,Peter Benjamin Parker,Male,Alive,"August 10, 2001[15][7][3][12]",Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
3413,Spider-Man/Zombie Outbreak,Peter Benjamin Parker,Male,Alive,,
3414,Spirit of Vengeance,,Male (masculine voice),,,
3415,Spokes,,Male,Alive,,
3416,Sprite,Sprite,Female,Alive,,
3417,Spritz,,Male,Alive,,
3418,Spud,,Male,Deceased,,Late 2015
3419,Sqqd'li,Sqqd'li,Male,Alive,,
3420,Squabbles,Reggie,Male,Deceased,,2013
3421,Squirrel Girl,Doreen Allene Green,Female,Alive,,
3422,Stacey Yorkes,Stacey Yorkes,Female,Alive,,
3423,Stacy Hill,Stacy Hill,Female,Alive,,
3424,Stakar Ogord,Stakar Ogord,Male,Alive,,
3425,Stan (Driver),Stan,Male,Alive,,
3426,Stan (Roxxon),Stan,Male,Deceased,,"February 25, 2009[1][2]"
3427,Stan Bartlett,Stan Bartlett,Male,Alive,,
3428,Stan Gibson,Stan Gibson,Male,Deceased,,Nov-15
3429,Stan Nielson,,Male,Alive,,
3430,Stan Ori,Stan Ori,Male,Alive,,
3431,Stanley Lieber,Stanley Markowitz Lieber,Male,Alive,,
3432,Stanley Lieber/Avengers Assassinated,Stanley Markowitz Lieber,Male,Alive,,
3433,Star,,Male,Deceased,,"June 6, 1996"
3434,Star-Lord,Peter Jason Quill,Male,Alive,Late 1980,Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
3435,Star-Lord/Age of Ultron,Peter Jason Quill,Male,Deceased,,
3436,Star-Lord/Cosmic Time Heist,Peter Jason Quill,Male,Alive,Late 1980,
3437,Star-Lord/Ravager T'Challa,T'Challa,Male,Alive,,
3438,Starfox,Eros,Male,Alive,,
3439,Starodoub,Starodoub (Стародуб),Male,Alive,,
3440,Stefan,Stefan,Male,Alive,,
3441,Steger,Steger,Male,Deceased,,April 2016[1]
3442,Stephanie Latour,Stephanie Latour,Female,Alive,,
3443,Stephanie Malick,Stephanie Malick,Female,Deceased,,"April 25, 2016"
3444,Stephanie Miller,Stephanie Miller,Female,Deceased,,"September 3, 2017[3][4]"
3445,Stephen A. Smith,Stephen Anthony Smith,Male,Alive,,
3446,Stephen Marley,Stephen Robert Nesta Marley,Male,Alive,,
3447,Stephen Strange/New York Time Heist,Stephen Vincent Strange,Male,Alive,,
3448,Stern,Stern,Male,In Custody,,
3449,Steve (12-C),Steve,Male,Alive,,
3450,Steve (Technician),Steve,Male,Alive,,
3451,Steve Danvers,Steven Danvers,Male,Alive,,
