locationId,name,state,continent
1855,Trillemarka National Park,Norway,Europe
1856,Trinawa,,
1857,Trinidad and Tobago,Earth,North America
1858,Tripoli,Libya,Asia
1859,Trish Walker's Apartment,"New York City, New York",North America
1860,Trish Walker's Hideout,"New York City, New York",North America
1861,Triskelion,"Washington, D.C.",North America
1862,Troika Restaurant,"11th Ave & 44th St New York City, New York",North America
1863,Tromsø,Norway,Europe
1864,Trouble in a Pair-of-Dice,"Harlem, Manhattan, New York, New York",North America
1865,Troy,"Turkey, Asia",Asia
1866,Tsuken Island,"Okinawa Prefecture, Japan",Asia
1867,Tucson,"Arizona, United States of America",North America
1868,Tulane Medical Center,"New Orleans, Louisiana",North America
1869,Tulsa,"Oklahoma, United States of America",North America
1870,Tunisia,Earth,Africa
1871,Turk Barrett's Shop,"Harlem, Manhattan, New York City, New York",North America
1872,Turkey,Earth,EuropeAsia
1873,Tuscany,Italy,Europe
1874,Tutto Ilgiorno,"New York City, New York",North America
1875,Twin Falls,"Idaho, United States of America",North America
1876,Two Palms Cafe,"Manama, Bahrain",Asia
1877,Tønsberg,Norway,Europe
1878,U-GIN Genetic Research Facility,"Seoul, South Korea",Asia
1879,U-STORE-It Self Storage,"San Francisco, California",North America
1880,Berkeley University,"Berkeley, California",North America
1881,Uddevalla,Sweden,Europe
1882,Uganda,Earth,Africa
1883,Ukraine,Earth,Europe
1884,Underground Fight Club,"New York City, New York",North America
1885,Underwater World,Multiverse,
1886,Union City,"Wyoming, United States of America",North America
1887,Union Station,"Los Angeles, California",North America
1888,Unisphere,"Flushing Meadows, Queens, New York City, New York",North America
1889,United Arab Emirates,Earth,Asia
1890,United Kingdom,Earth,Europe
1891,United Nations Headquarters,"New York City, New York",North America
1892,United Palace Theatre,"Harlem, New York City, New York",North America
1893,United States Capitol,"Washington, D.C.",North America
1894,United States Department of State Headquarters,"Washington, D.C.",North America
1895,United States Naval Academy,"Annapolis, Maryland",North America
1896,United States of America,Earth,North America
1897,United States Postal Service New York City Office,"New York City, New York",North America
1898,"University of California, Los Angeles","Los Angeles, California",North America
1899,University of Cambridge,"Cambridge, England",Europe
1900,University of London,"London, England",Europe
1901,University of Manchester,"Manchester, England, United Kingdom",Europe
1902,University of Seville,"Seville, Spain",Europe
1903,Uptown Block Kings' Hideout,"New Orleans, Louisiana",North America
1904,Uptown Investments Building,"Harlem, New York City, New York",North America
1905,Uranus,Solar System,
1906,Urban Sports & Cultural Center,"New York City, New York",North America
1907,Uruguay,Earth,South America
1908,Utah,United States of America,North America
1909,Utkin Prison,Siberia,Asia
1910,Utopian Parallel,Multiverse,
1911,Utrecht Laboratories,New York City,
1912,Valberg,"Norway, Europe",Europe
1913,Valhalla,Multiverse,
1914,Valhalla (Hideout),"Queens, New York City, New York",North America
1915,Valletta,Malta,Europe
1916,Valparaiso,Chile,South America
1917,Van Lunt Building,"New York City, New York",North America
1918,Van Nuys Airport,"Los Angeles, California",North America
1919,Vanaheim,Nine Realms,
1920,Vancouver,"British Columbia, Canada",North America
1921,Varoil Üzemanyag,"Budapest, Hungary",Europe
1922,Vasily Karpov's House,"Cleveland, Ohio",North America
1923,Vassar College,"New York, United States of America",North America
1924,Vatican City,Earth,Europe
1925,Vault,"Barrow, Alaska",North America
1926,Vear,"Norway, Europe",Europe
1927,Veles Taxi Garage,"New York City, New York",North America
1928,Venezuela,Earth,South America
1929,Venice,Italy,Europe
1930,Venice Marco Polo Airport,"Venice, Italy",Europe
1931,Venus,Solar System,
1932,Veritas Gardens Psychiatric Hospital,"Los Angeles, California",North America
1933,Vermont,United States of America,North America
1934,Verona,Italy,Europe
1935,Vestskøgen,"Norway, Europe",Europe
1936,Vienna,Austria,Europe
1937,Vienna International Centre,"Vienna, Austria",Europe
1938,Vietnam,Earth,Asia
1939,Viking Motel,"New Orleans, Louisiana",North America
1940,Vilnius,Lithuania,Europe
1941,Violet's House,"Los Angeles, California",North America
1942,Virginia,United States of America,North America
1943,Vision Residence,"2800 Sherwood Drive, Westview, New Jersey, 08801",North America
1944,Vistacorp Headquarters,"San Jose, California",North America
1945,Vitebsk,Belarus,Europe
1946,Vladivostok,Russia,Asia
1947,Void,Multiverse,
1948,Von Strucker Family Vault,"Zepkow, Germany",Europe
1949,Vormir,,
1950,Wai-Go Industries Warehouse,"430 Cherry Street, New York City, New York",North America
1951,Waikiki Beach,"Oahu, Hawaii",Oceania
1952,Wakanda,Earth,Africa
1953,Wakanda Medical Center,"Golden City, Wakanda",Africa
1954,Wakandan International Outreach Centre,"Oakland, California",North America
1955,Wales,Earth,Europe
1956,Walker's,"Rose Hill, Tennessee",North America
1957,Wall of the Chaste,"New York City, New York",North America
1958,Wall of the Vanished,"San Francisco, California",North America
1959,Wallingford,"Connecticut, United States of America",North America
1960,Walt Disney Concert Hall,"Los Angeles, California",North America
1961,Wanda Maximoff's Hideout,,
1962,Wappingers Falls,"New York, United States of America",North America
1963,Warrior Falls,"Amanzi Kwakhona Umlambo, Wakanda",Africa
1964,Warsaw,Poland,Europe
1965,Washington,United States of America,North America
1966,Washington Dulles International Airport,"Dulles, Virginia",North America
1967,Washington Monument,"Washington, D.C.",North America
1968,"Washington, D.C.",United States of America,North America
1969,"Washington, D.C. (Framework)",United States of America (Framework),North America (Framework)
1970,"Washington, D.C. Air Force Facility","Washington, D.C.",North America
1971,Watcher Informant's House,"Milwaukee, Wisconsin",North America
1972,Water of Sight,,
1973,Waverly Memorial Hospital,"Los Angeles, California",North America
1974,Wentworth's,"Westview, New Jersey",North America
1975,West Covina,"California, United States of America",North America
1976,West Virginia,United States of America,North America
1977,Westchester,New York,North America
1978,Western Ghats,India,Asia
1979,Western Ghats Circuit,"Western Ghats, India",Asia
1980,Westview,"New Jersey, United States of America",North America
1981,Westview Elementary School,"Westview, New Jersey",North America
1982,Westview Pool Club,"Westview, New Jersey",North America
1983,Westview Public Library,"Westview, New Jersey",North America
1984,Westview Talent Show,"Westview, New Jersey",North America
1985,Wharton School,"Philadelphia, Pennsylvania, United States of America",North America
1986,Wheaton,"New Jersey, United States of America",North America
1987,WHiH Broadcast Facility,United States of America,North America
1988,Whip & Fiddle,"London, England",Europe
1989,White House,"Washington, D.C.",North America
1990,Whitestone Lanes,"New York City, New York",North America
1991,Wilder Innovators Headquarters,"Los Angeles, California",North America
1992,Wilder Mansion,"Brentwood, Los Angeles, California",North America
1993,Wilfred Malick's Estate,"River's End, New York",North America
1994,Wilfred Nagel's Laboratory,Madripoor,Asia
1995,Wilkes Residence,"Los Angeles, California",North America
1996,Willie Dance Community Center,"New York City, New York",North America
1997,Willis Tower,"Chicago, Illinois",North America
1998,Willowdale,"Virginia, United States of America",North America
1999,Wilson Family Residence,"Delacroix, Louisiana",North America
2000,Wilson Family Seafood,"Delacroix, Louisiana",North America
2001,Wilson Fisk's Penthouse,"166 W 18th St, New York City, New York",North America
2002,Wilson Residence,"254 Ingram Street, Forest Hills, NY 11375[1], New York City, New York",North America
2003,Winnipeg,"Manitoba, Canada",North America
2004,Winslow's Veterinary Clinic,United States of America,North America
2005,Wisconsin,United States of America,North America
2006,Wizard Headquarters,"Los Angeles, California",North America
2007,WNEX Station,"New York City, New York",North America
2008,World Forge,,
2009,Wrightsville,"Pennsylvania, United States of America",North America
2010,Wrigley,"Pennsylvania, United States of America",North America
2011,Wrigley Fire Station,"Wrigley, Pennsylvania",North America
2012,Wundagore Mountain,Earth,
2013,Wyoming,United States of America,North America
2014,X,,
2015,X-Con Security Consultants Office,"San Francisco, California",North America
2016,Xandar,Andromeda Galaxy,
2017,Xarta,,
2018,Yakatomi Building,"New York City, New York",North America
2019,Yale University,"New Haven, Connecticut, United States of America",North America
2020,Yangsi Gonshi Chop Shop,"New York City, New York",North America
2021,Yangsi Gonshi Warehouse,"Harlem, Manhattan, New York City, New York",North America
2022,Yardies' Hideout,"Brooklyn, New York City, New York",North America
2023,Yemen,Earth,Asia
2024,Yggdrasil,,
2025,Yonkers,"Westchester County, New York, United States of America",North America
2026,Yorkes Cabin,"Los Angeles, California",North America
2027,Yorkes Residence,"Los Angeles, California",North America
2028,Yucatán,Mexico,North America
2029,Yugoslavia,Earth,Europe
2030,Yuma Proving Ground,"Arizona, United States of America",North America
2031,Zagreb,CroatiaYugoslavia (formerly),Europe
2032,Zambia,Earth,Africa
2033,Zen-Whoberi,,
2034,Zepkow,Germany,Europe
2035,Zierikzee,Netherlands,Europe
2036,Ziff's Clothing,"New York City, New York",North America
2037,Zihuatanejo,"Guerrero, Mexico",North America
2038,Zimbabwe,Earth,Africa
2039,Zimmer Residence,"Jersey City, New Jersey",North America
2040,Zloda,Belarus,Europe
2041,Zodiac Storage Facility,"New York City, New York",North America
2042,Zoey Lyonne Art School,"New York City, New York",North America
2043,Zürich,Switzerland,Europe
